id,back_default,back_female,back_shiny,back_shiny_female,front_default,front_female,front_shiny,front_shiny_female
11,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/11.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/11.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/11.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/11.png,
12,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/12.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/female/12.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/12.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/female/12.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/12.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/12.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/12.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/12.png
13,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/13.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/13.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/13.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/13.png,
14,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/14.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/14.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/14.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/14.png,
15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/15.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/15.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/15.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/15.png,
16,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/16.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/16.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/16.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/16.png,
17,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/17.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/17.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/17.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/17.png,
18,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/18.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/18.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/18.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/18.png,
19,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/19.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/female/19.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/19.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/female/19.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/19.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/19.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/19.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/19.png
20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/20.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/female/20.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/20.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/female/20.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/20.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/20.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/20.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/20.png
21,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/21.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/21.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/21.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/21.png,
22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/22.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/22.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/22.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/22.png,
23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/23.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/23.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/23.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/23.png,
24,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/24.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/24.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/24.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/24.png,
25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/25.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/female/25.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/25.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/female/25.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/25.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/25.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/25.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/25.png
26,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/26.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/female/26.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/26.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/female/26.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/26.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/26.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/26.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/26.png
27,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/27.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/27.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/27.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/27.png,
28,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/28.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/28.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/28.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/28.png,
29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/29.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/29.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/29.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/29.png,
30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/30.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/30.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/30.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/30.png,
31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/31.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/31.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/31.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/31.png,
32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/32.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/32.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/32.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/32.png,
33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/33.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/33.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/33.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/33.png,
34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/34.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/34.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/34.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/34.png,
35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/35.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/35.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/35.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/35.png,
36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/36.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/36.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/36.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/36.png,
37,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/37.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/37.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/37.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/37.png,
38,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/38.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/38.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/38.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/38.png,
39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/39.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/39.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/39.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/39.png,
40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/40.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/40.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/40.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/40.png,
41,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/41.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/female/41.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/41.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/female/41.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/41.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/41.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/41.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/41.png
42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/42.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/42.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/42.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/42.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/42.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/42.png
43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/43.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/43.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/43.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/43.png,
44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/44.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/female/44.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/44.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/female/44.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/44.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/44.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/44.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/44.png
45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/45.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/female/45.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/45.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/female/45.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/45.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/45.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/45.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/45.png
46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/46.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/46.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/46.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/46.png,
47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/47.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/47.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/47.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/47.png,
48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/48.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/48.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/48.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/48.png,
49,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/49.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/49.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/49.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/49.png,
50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/50.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/50.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/50.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/50.png,
51,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/51.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/51.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/51.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/51.png,
52,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/52.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/52.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/52.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/52.png,
53,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/53.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/53.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/53.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/53.png,
54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/54.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/54.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/54.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/54.png,
55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/55.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/55.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/55.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/55.png,
56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/56.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/56.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/56.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/56.png,
57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/57.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/57.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/57.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/57.png,
58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/58.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/58.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/58.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/58.png,
59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/59.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/59.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/59.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/59.png,
60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/60.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/60.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/60.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/60.png,
61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/61.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/61.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/61.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/61.png,
62,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/62.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/62.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/62.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/62.png,
63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/63.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/63.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/63.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/63.png,
64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/64.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/female/64.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/64.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/female/64.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/64.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/64.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/64.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/64.png
65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/65.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/female/65.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/65.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/female/65.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/65.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/65.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/65.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/65.png
66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/66.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/shiny/66.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/66.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/66.png,
